sentence_lengths_words,sentence_lengths_lemmas,sentence_lengths_lexical,L_lines_words,L_lines_lemmas,L_lines_lexical,L_closerange_words,L_closerange_lemmas,L_closerange_lexical,L_cliques_words,L_cliques_lemmas,L_cliques_lexical,L_dependency_words,L_dependency_lemmas,L_dependency_lexical,L_IFtrimmed_words,L_IFtrimmed_lemmas,L_IFtrimmed_lexical,average_k_lines_words,average_k_lines_lemmas,average_k_lines_lexical,average_k_closerange_words,average_k_closerange_lemmas,average_k_closerange_lexical,average_k_cliques_words,average_k_cliques_lemmas,average_k_cliques_lexical,average_k_dependency_words,average_k_dependency_lemmas,average_k_dependency_lexical,average_k_IFtrimmed_words,average_k_IFtrimmed_lemmas,average_k_IFtrimmed_lexical
14,14,12,3.989010989010989,3.989010989010989,3.4393939393939394,2.2948717948717947,2.3846153846153846,2.106060606060606,1,1,1,2.5934065934065935,2.5934065934065935,2.606060606060606,1.6923076923076923,2.120879120879121,1.5757575757575757,2,2,2,3.2857142857142856,3,3.8333333333333335,13,13,11,2.142857142857143,2.142857142857143,2.1666666666666665,6.857142857142857,4.285714285714286,5.833333333333333
12,12,8,2.6666666666666665,2.6666666666666665,3,2.3636363636363638,2.618181818181818,2.142857142857143,1,1,1,2.3333333333333335,2.3333333333333335,2.0952380952380953,1.5151515151515151,1.4545454545454546,1.4642857142857142,2.3333333333333335,2.3333333333333335,1.75,2.6666666666666665,2.5,2.5,11,11,7,2.3333333333333335,2.3333333333333335,1.5,6.333333333333333,6.833333333333333,4
26,26,21,4.88,4.88,5.219047619047619,3.236923076923077,3.33,3.4571428571428573,1,1,1,3.116923076923077,3.116923076923077,3.1476190476190475,1.8246153846153845,1.9507692307692308,1.776190476190476,2.4615384615384617,2.4615384615384617,2.1904761904761907,3.769230769230769,3.3076923076923075,3.619047619047619,25,25,20,2.4615384615384617,2.4615384615384617,2.2857142857142856,9.461538461538462,9.615384615384615,8.952380952380953
30,29,20,3.7448275862068967,3.3177339901477834,3.531578947368421,3.0492610837438425,2.8251231527093594,3.031578947368421,1,1,1,3.3379310344827586,3.3078817733990147,3.3947368421052633,2.188505747126437,2.039408866995074,2.2263157894736842,2.466666666666667,2.5517241379310347,2.3,3.2666666666666666,3.5172413793103448,3.4,29,28,19,2.4,2.4827586206896552,2.2,9.866666666666667,9.724137931034482,6.1
13,13,7,4.666666666666667,4.666666666666667,2.6666666666666665,2.730769230769231,2.9615384615384617,2,1,1,1,2.58974358974359,2.58974358974359,2,2.269230769230769,2.051282051282051,2.4285714285714284,1.8461538461538463,1.8461538461538463,1.7142857142857142,3.076923076923077,2.923076923076923,2.2857142857142856,12,12,6,2,2,2,3.8461538461538463,5.076923076923077,2
23,23,18,3.6403162055335967,3.6403162055335967,6.333333333333333,4.08300395256917,4.209486166007905,3.8366013071895426,1,1,1,3.2490118577075098,3.2490118577075098,3.2479338842975207,1.9288537549407114,1.9328063241106719,2.34640522875817,2.260869565217391,2.260869565217391,1.8888888888888888,2.9565217391304346,2.9565217391304346,3.2222222222222223,22,22,17,2.5217391304347827,2.5217391304347827,2,8.782608695652174,9.130434782608695,6
33,33,21,3.024621212121212,3.024621212121212,4.776190476190476,2.8484848484848486,2.8850806451612905,3.4761904761904763,1,1,1,2.8579545454545454,2.8579545454545454,3.3047619047619046,1.9981060606060606,2.007575757575758,2.5428571428571427,2.909090909090909,2.909090909090909,2.380952380952381,3.4545454545454546,3.3333333333333335,3.142857142857143,32,32,20,2.787878787878788,2.787878787878788,2.0952380952380953,10.787878787878787,11.090909090909092,4.190476190476191
14,14,10,2.5714285714285716,2.5714285714285716,3.6666666666666665,2.681318681318681,2.868131868131868,2.1333333333333333,1,1,1,2.5054945054945055,2.5054945054945055,2.6,1.7582417582417582,1.945054945054945,2.2888888888888888,2.2857142857142856,2.2857142857142856,1.8,2.5714285714285716,2.4285714285714284,3.2,13,13,9,2.2857142857142856,2.2857142857142856,1.8,5.285714285714286,5.285714285714286,3.2
10,10,8,3.022222222222222,3.022222222222222,3,2.311111111111111,2.3555555555555556,1.9642857142857142,1,1,1,2.2,2.2,2.2142857142857144,1.6888888888888889,1.711111111111111,1.8928571428571428,2,2,1.75,2.6,2.6,2.75,9,9,7,2,2,1.75,4.6,4,3
15,15,10,2.723809523809524,2.723809523809524,2.577777777777778,3.276190476190476,3.3714285714285714,2.3333333333333335,1,1,1,2.5238095238095237,2.5238095238095237,2.466666666666667,1.8761904761904762,2.619047619047619,2.7555555555555555,2.533333333333333,2.533333333333333,2,2.533333333333333,2.6666666666666665,2.6,14,14,9,2.6666666666666665,2.6666666666666665,2.2,6.533333333333333,5.066666666666666,2.8
30,30,23,4.7379310344827585,4.7379310344827585,6.047430830039525,3.475862068965517,3.2902374670184695,3.6956521739130435,1,1,1,2.986206896551724,2.986206896551724,2.9762845849802373,2.0919540229885056,2.0413793103448277,2.525691699604743,2.6,2.6,2.347826086956522,3.533333333333333,3.2666666666666666,3.5652173913043477,29,29,22,2.6,2.6,2.4347826086956523,8.4,9.4,6.260869565217392
16,16,9,4.291666666666667,4.291666666666667,3.3333333333333335,3.35,3.3583333333333334,1.8214285714285714,1,1,1,2.716666666666667,2.716666666666667,1.9047619047619047,1.6416666666666666,1.525,1.3888888888888888,2,2,1.7777777777777777,2.75,2.625,2.6666666666666665,15,15,8,2,2,1.3333333333333333,7.75,8.625,4.888888888888889
29,29,19,4.472906403940887,4.472906403940887,3.695906432748538,3.3399014778325125,3.273399014778325,2.801169590643275,1,1,1,3.229064039408867,3.229064039408867,3.1578947368421053,2.2216748768472905,2.1133004926108376,1.8011695906432748,2.5517241379310347,2.5517241379310347,2.3157894736842106,3.2413793103448274,3.3793103448275863,3.263157894736842,28,28,18,2.2758620689655173,2.2758620689655173,2.1052631578947367,8.551724137931034,8.96551724137931,6.631578947368421
28,27,18,4.367724867724868,4.028490028490029,3.9411764705882355,3.380952380952381,3.6125356125356127,2.5947712418300655,1,1,1,3.2433862433862433,3.1766381766381766,2.869281045751634,2.626984126984127,1.9401709401709402,1.934640522875817,2.4285714285714284,2.5185185185185186,2.2222222222222223,3.357142857142857,3.111111111111111,3.7777777777777777,27,26,17,2.642857142857143,2.740740740740741,2.5555555555555554,9.928571428571429,10.148148148148149,5.777777777777778
29,29,20,3.997536945812808,3.997536945812808,6.3578947368421055,3.2044334975369457,3.1625615763546797,3.7157894736842105,1,1,1,3.5738916256157633,3.5738916256157633,4.031578947368421,2.0049261083743843,2.1748768472906406,2.3526315789473684,2.6206896551724137,2.6206896551724137,2,3.4482758620689653,3.586206896551724,3.5,28,28,19,2.689655172413793,2.689655172413793,2.1,8.758620689655173,9.241379310344827,5.1
33,33,23,3.8295454545454546,3.8295454545454546,3.8616600790513833,3.2518939393939394,3.303030303030303,2.5968379446640317,1,1,1,3.1515151515151514,3.1515151515151514,2.9011857707509883,1.8806818181818181,1.8390151515151516,1.8735177865612649,2.909090909090909,2.909090909090909,2.5217391304347827,3.696969696969697,3.5757575757575757,4.086956521739131,32,32,22,2.8484848484848486,2.8484848484848486,2.6956521739130435,11.757575757575758,12,7.913043478260869
19,19,12,6.005847953216374,6.005847953216374,4.333333333333333,3.9649122807017543,4.04093567251462,1.9705882352941178,1,1,1,3.2339181286549707,3.2339181286549707,2.878787878787879,2.584795321637427,1.8888888888888888,1.7121212121212122,2,2,1.8333333333333333,2.9473684210526314,2.8421052631578947,2.5,18,18,11,2.1052631578947367,2.1052631578947367,2,5.368421052631579,7.052631578947368,4.5
24,24,14,5.543478260869565,5.543478260869565,5,2.6013513513513513,2.6621621621621623,2.78021978021978,1,1,1,3.4782608695652173,3.4782608695652173,4.274725274725275,1.8768115942028984,1.9673913043478262,1.901098901098901,2.0833333333333335,2.0833333333333335,1.8571428571428572,3,2.8333333333333335,3.4285714285714284,23,23,13,2.1666666666666665,2.1666666666666665,1.8571428571428572,9,8,4.857142857142857
23,23,17,4.201581027667984,4.201581027667984,6,3.6047430830039526,4.16600790513834,3.5808823529411766,1,1,1,3.316205533596838,3.316205533596838,3.3088235294117645,2.2213438735177866,1.5810276679841897,1.6470588235294117,2.1739130434782608,2.1739130434782608,1.8823529411764706,3.0434782608695654,2.9565217391304346,3.176470588235294,22,22,16,2.1739130434782608,2.1739130434782608,1.8823529411764706,6.869565217391305,11.217391304347826,7.176470588235294
9,9,5,3.3333333333333335,3.3333333333333335,2,2.638888888888889,2.4444444444444446,1.1666666666666667,1,1,1,2.4444444444444446,2.4444444444444446,1.8,1.6388888888888888,1.6944444444444444,1.6,1.7777777777777777,1.7777777777777777,1.6,2.2222222222222223,2.4444444444444446,2,8,8,4,1.7777777777777777,1.7777777777777777,1.6,3.5555555555555554,3.111111111111111,1.6
14,14,12,4.153846153846154,4.153846153846154,4.015151515151516,2.989010989010989,2.871794871794872,1.56,1,1,1,3.021978021978022,3.021978021978022,3.0757575757575757,2.142857142857143,1.879120879120879,2.0757575757575757,2.142857142857143,2.142857142857143,2,3.2857142857142856,2.857142857142857,2.1666666666666665,13,13,11,2.142857142857143,2.142857142857143,2,4.714285714285714,5.142857142857143,3.5
25,25,16,4.726666666666667,4.726666666666667,3.8,3.0579710144927534,3.48,2.325,1,1,1,3.4166666666666665,3.4166666666666665,3.316666666666667,2.1866666666666665,3.0233333333333334,1.4583333333333333,2.16,2.16,2.125,3.2,2.96,3.75,24,24,15,2.16,2.16,2.125,9.84,6.56,9.625
17,17,12,6,6,4.333333333333333,4.125,2.1857142857142855,2.5303030303030303,1,1,1,3.838235294117647,3.838235294117647,3.0545454545454547,1.9558823529411764,2.4411764705882355,2.212121212121212,1.8823529411764706,1.8823529411764706,1.8333333333333333,2.7058823529411766,3.0588235294117645,3.1666666666666665,16,16,11,1.8823529411764706,1.8823529411764706,1.6666666666666667,6.235294117647059,5.176470588235294,3.6666666666666665
18,18,12,4.326797385620915,4.326797385620915,3.515151515151515,2.6993464052287583,2.7058823529411766,2.1515151515151514,1,1,1,2.954248366013072,2.954248366013072,2.9393939393939394,2.588235294117647,2.588235294117647,1.6818181818181819,2.3333333333333335,2.3333333333333335,2.3333333333333335,3.888888888888889,3.7777777777777777,3.8333333333333335,17,17,11,2.3333333333333335,2.3333333333333335,2.3333333333333335,4.777777777777778,4.777777777777778,6.333333333333333
15,15,10,2.780952380952381,2.780952380952381,2.488888888888889,2.4380952380952383,2.5428571428571427,1.8222222222222222,1,1,1,2.5142857142857142,2.5142857142857142,2.2444444444444445,1.9238095238095239,1.9428571428571428,1.6888888888888889,2.533333333333333,2.533333333333333,2,3.066666666666667,2.933333333333333,3.2,14,14,9,2.6666666666666665,2.6666666666666665,2.2,5.2,5.2,4.2
24,23,16,2.9782608695652173,2.6047430830039526,2.3916666666666666,2.5615942028985508,2.5731225296442686,2.2,1,1,1,2.641304347826087,2.525691699604743,2.283333333333333,1.9275362318840579,1.7707509881422925,1.8333333333333333,3.5,3.652173913043478,3.375,3.9166666666666665,3.5652173913043477,3.75,23,22,15,3.3333333333333335,3.4782608695652173,3.375,7.583333333333333,8.782608695652174,5.375
26,26,20,5.858461538461539,5.858461538461539,5.042105263157895,3.64,3.723076923076923,2.9263157894736844,1,1,1,3.6338461538461537,3.6338461538461537,3.4789473684210526,2.2953846153846156,2.513846153846154,2.5736842105263156,2.3846153846153846,2.3846153846153846,2.3,3.923076923076923,3.769230769230769,4.1,25,25,19,2.4615384615384617,2.4615384615384617,2.5,6.615384615384615,5.538461538461538,4.9
20,20,14,3.536842105263158,3.536842105263158,5,3.473684210526316,3.473684210526316,3.6923076923076925,1,1,1,2.9473684210526314,2.9473684210526314,3.5274725274725274,2.5157894736842104,2.442105263157895,2.4945054945054945,2.2,2.2,1.8571428571428572,2.6,2.6,2.5714285714285716,19,19,13,2.3,2.3,2,5.3,5.6,3.2857142857142856
21,21,13,3.6904761904761907,3.6904761904761907,2.9615384615384617,4.461904761904762,3.6842105263157894,2.269230769230769,1,1,1,2.5047619047619047,2.5047619047619047,2.3846153846153846,1.9428571428571428,2.1809523809523808,2.230769230769231,2.4761904761904763,2.4761904761904763,2.3076923076923075,2.857142857142857,2.5714285714285716,3.076923076923077,20,20,12,2.4761904761904763,2.4761904761904763,2.4615384615384617,6.857142857142857,7.142857142857143,4.153846153846154
28,28,17,4.518518518518518,4.518518518518518,6,3.857142857142857,4.201058201058201,3.551470588235294,1,1,1,3.132275132275132,3.132275132275132,3.301470588235294,2.187830687830688,1.9047619047619047,2.0441176470588234,2.2857142857142856,2.2857142857142856,1.8823529411764706,3.2142857142857144,2.9285714285714284,3.2941176470588234,27,27,16,2.5714285714285716,2.5714285714285716,2.3529411764705883,7.571428571428571,8.928571428571429,4.235294117647059
30,30,20,4.836781609195402,4.836781609195402,5.505263157894737,3.7576687116564416,4.053156146179402,3.3567251461988303,1,1,1,3.4022988505747125,3.4022988505747125,3.0994152046783627,1.560919540229885,1.5908045977011493,1.568421052631579,2.2666666666666666,2.2666666666666666,2.1,2.6666666666666665,2.533333333333333,3.2,29,29,19,2.4,2.4,2.2,14.2,13.8,9.5
9,9,9,3.3333333333333335,3.3333333333333335,3.3333333333333335,2.3333333333333335,1.3125,2,1,1,1,2.7222222222222223,2.7222222222222223,2.7222222222222223,2.1944444444444446,1.5555555555555556,1.5555555555555556,1.7777777777777777,1.7777777777777777,1.7777777777777777,2.6666666666666665,2.4444444444444446,2.888888888888889,8,8,8,1.7777777777777777,1.7777777777777777,1.7777777777777777,2.6666666666666665,4.222222222222222,4.222222222222222
29,29,22,8.113300492610838,8.113300492610838,6.636363636363637,5.689655172413793,5.470443349753695,3.8047619047619046,1,1,1,3.687192118226601,3.687192118226601,3.3896103896103895,2.0270935960591134,2.1773399014778323,2.2467532467532467,2.0689655172413794,2.0689655172413794,2,3.2413793103448274,3.1724137931034484,3.272727272727273,28,28,21,2,2,2,9.655172413793103,8.413793103448276,6.181818181818182
23,23,16,4.118577075098814,4.118577075098814,4.95,2.952569169960474,3.0790513833992095,2.8476190476190477,1,1,1,3.2529644268774702,3.2529644268774702,3.425,3.0039525691699605,2.2094861660079053,2.075,2.1739130434782608,2.1739130434782608,2,3.4782608695652173,3.130434782608696,3.125,22,22,15,2.0869565217391304,2.0869565217391304,1.875,4.869565217391305,6.260869565217392,4.5
29,27,20,3.6354679802955663,3.190883190883191,3.5894736842105264,2.7936507936507935,2.8276923076923075,2.5210526315789474,1,1,1,3.1182266009852215,2.868945868945869,3.1736842105263157,2.665024630541872,3.0142450142450143,1.6105263157894736,2.6206896551724137,2.814814814814815,2.3,3.3793103448275863,3.185185185185185,3.7,28,26,19,2.6206896551724137,2.814814814814815,2.3,6.620689655172414,4.888888888888889,8.8
11,11,10,4,4,3.6666666666666665,2.3454545454545452,2.5454545454545454,2.4,1,1,1,2.8363636363636364,2.8363636363636364,2.7555555555555555,2.2545454545454544,2.2545454545454544,2.088888888888889,1.8181818181818181,1.8181818181818181,1.8,3.272727272727273,2.909090909090909,2.8,10,10,9,2,2,2,2.909090909090909,2.909090909090909,2.8
20,20,13,3.668421052631579,3.668421052631579,4.666666666666667,2.6157894736842104,2.7076023391812867,2.6025641025641026,1,1,1,3.0473684210526315,3.0473684210526315,2.9393939393939394,2.1526315789473682,2.4105263157894736,1.8974358974358974,2.2,2.2,1.8461538461538463,3.7,3.5,3.5384615384615383,19,19,12,2.2,2.2,1.6923076923076923,6.5,6,5.076923076923077
22,22,15,4.471861471861472,4.471861471861472,5.333333333333333,3.324675324675325,3.324675324675325,3.238095238095238,1,1,1,3.1645021645021645,3.1645021645021645,3.4761904761904763,1.844155844155844,1.9653679653679654,1.9619047619047618,2.272727272727273,2.272727272727273,1.8666666666666667,3.1818181818181817,3.1818181818181817,3.066666666666667,21,21,14,2.3636363636363638,2.3636363636363638,2,7.636363636363637,8.181818181818182,5.333333333333333
35,34,26,3.951260504201681,3.8805704099821745,5.923076923076923,3.8050420168067225,3.7557932263814617,3.772307692307692,1,1,1,3.3361344537815127,3.267379679144385,3.793846153846154,1.8974789915966386,2.0178253119429592,1.7846153846153847,2.4571428571428573,2.5294117647058822,2.076923076923077,3.142857142857143,3.0588235294117645,3.6153846153846154,34,33,25,2.6285714285714286,2.7058823529411766,2.3076923076923075,10.457142857142857,10.529411764705882,9.307692307692308
36,34,22,4.004761904761905,3.873440285204991,4.203463203463204,3.850420168067227,3.598790322580645,2.8874458874458875,1,1,1,3.1507936507936507,3.0748663101604277,3.1818181818181817,1.7428571428571429,2.215686274509804,1.6493506493506493,2.4444444444444446,2.588235294117647,2.090909090909091,3.1666666666666665,3.176470588235294,3.5454545454545454,35,33,21,2.611111111111111,2.764705882352941,2.3636363636363638,15.5,11.470588235294118,9.727272727272727
21,21,13,5.066666666666666,5.066666666666666,4.666666666666667,3.221052631578947,3.289473684210526,3.090909090909091,1,1,1,3.038095238095238,3.038095238095238,2.6025641025641026,2.4714285714285715,2.4761904761904763,2.4615384615384617,2,2,1.8461538461538463,3.238095238095238,3.0476190476190474,2.6153846153846154,20,20,12,2.1904761904761907,2.1904761904761907,2.1538461538461537,5.714285714285714,6.380952380952381,3.6923076923076925
15,15,10,3.6666666666666665,3.6666666666666665,3.6666666666666665,2.6923076923076925,2.6923076923076925,2.888888888888889,1,1,1,2.6,2.6,2.4444444444444446,1.4095238095238096,1.9047619047619047,1.9111111111111112,2,2,1.8,2.6666666666666665,2.6666666666666665,2.4,14,14,9,2.4,2.4,2.4,9.066666666666666,6.666666666666667,4.4
25,25,16,3.6466666666666665,3.6466666666666665,5.666666666666667,3.3833333333333333,3.37,3.3833333333333333,1,1,1,2.986666666666667,2.986666666666667,3.2333333333333334,2.06,2.09,1.9666666666666666,2.4,2.4,1.875,3.04,3.04,3.125,24,24,15,2.56,2.56,2.125,8.08,8.16,5
43,43,34,5.276854928017719,5.276854928017719,8.071301247771837,4.27906976744186,4.232931726907631,4.602495543672014,1,1,1,4.4130675526024365,4.4130675526024365,5.306595365418895,2.104097452934662,2.310077519379845,2.3600713012477716,2.2790697674418605,2.2790697674418605,2,3.441860465116279,3.302325581395349,3.4705882352941178,42,42,33,2.4651162790697674,2.4651162790697674,2.235294117647059,13.255813953488373,11.30232558139535,9.882352941176471
21,21,14,3.6333333333333333,3.6333333333333333,5,2.9571428571428573,2.9047619047619047,3.010989010989011,1,1,1,2.8142857142857145,2.8142857142857145,3.1758241758241756,1.7047619047619047,1.7619047619047619,1.7582417582417582,2.2857142857142856,2.2857142857142856,1.8571428571428572,3.142857142857143,3.0476190476190474,3,20,20,13,2.4761904761904763,2.4761904761904763,2.142857142857143,8.19047619047619,8.285714285714286,5.571428571428571
35,34,22,5.127731092436975,4.554367201426025,4.515151515151516,4.151515151515151,4.16747572815534,2.9004329004329006,1,1,1,3.6134453781512605,3.4028520499108734,4.064935064935065,2.1865546218487393,2.171122994652406,2.1082251082251084,2.2285714285714286,2.2941176470588234,2.1818181818181817,2.9714285714285715,2.7058823529411766,3.6363636363636362,34,33,21,2.4,2.4705882352941178,2.1818181818181817,11.771428571428572,12.470588235294118,7
32,31,22,3.6108870967741935,3.436559139784946,3.4718614718614718,2.9495967741935485,2.9336609336609336,2.6666666666666665,1,1,1,3.0423387096774195,3.010752688172043,3.0865800865800868,2.7600806451612905,2.436559139784946,1.7878787878787878,2.5625,2.6451612903225805,2.272727272727273,3.75,3.3548387096774195,3.5454545454545454,31,30,21,2.75,2.838709677419355,2.4545454545454546,6.625,8.064516129032258,7.909090909090909
36,35,26,5.488888888888889,4.942857142857143,8.79076923076923,4.533333333333333,4.862745098039215,2.909090909090909,1,1,1,3.4603174603174605,3.32436974789916,3.3046153846153845,1.9825396825396826,2.2588235294117647,2.516923076923077,2.2777777777777777,2.342857142857143,2,2.7777777777777777,2.6285714285714286,3.1538461538461537,35,34,25,2.388888888888889,2.4571428571428573,2.1538461538461537,11.333333333333334,10.914285714285715,5.615384615384615
39,39,27,3.9284750337381915,3.9284750337381915,6.444444444444445,3.3211875843454792,3.2550607287449393,3.740740740740741,1,1,1,3.717948717948718,3.717948717948718,4.247863247863248,2.661268556005398,2.1916329284750335,2.190883190883191,2.41025641025641,2.41025641025641,2,3.3333333333333335,3.282051282051282,3.5555555555555554,38,38,26,2.5128205128205128,2.5128205128205128,2.1481481481481484,7.743589743589744,10.76923076923077,7.185185185185185
20,20,13,4.7,4.7,4.666666666666667,2.9894736842105263,3.1578947368421053,2.9615384615384617,1,1,1,3.4368421052631577,3.4368421052631577,3.7435897435897436,2.1894736842105265,2.278947368421053,1.435897435897436,2,2,1.8461538461538463,3.4,3.3,3.230769230769231,19,19,12,2,2,1.8461538461538463,9,8.4,8.615384615384615
18,19,12,3.2287581699346406,3.695906432748538,4.333333333333333,2.326797385620915,2.807017543859649,2.5606060606060606,1,1,1,2.764705882352941,3.134502923976608,2.909090909090909,2.477124183006536,2.409356725146199,1.7878787878787878,2.3333333333333335,2.210526315789474,1.8333333333333333,3.6666666666666665,3.0526315789473686,3.1666666666666665,17,18,11,2.4444444444444446,2.3157894736842106,2,7,7.7894736842105265,6.5
14,14,9,5,5,3.3333333333333335,2.769230769230769,2.8974358974358974,1.9722222222222223,1,1,1,2.8351648351648353,2.8351648351648353,2.4444444444444446,2.087912087912088,2.131868131868132,1.6111111111111112,1.8571428571428572,1.8571428571428572,1.7777777777777777,3,2.7142857142857144,3.111111111111111,13,13,8,1.8571428571428572,1.8571428571428572,1.7777777777777777,5.142857142857143,5.428571428571429,4.888888888888889
48,47,33,4.696808510638298,4.642923219241443,6.196969696969697,3.6077705827937097,3.5458937198067635,4.28030303030303,1,1,1,4.36081560283688,4.3256244218316375,5.206439393939394,2.75354609929078,2.872340425531915,2.884469696969697,2.625,2.6808510638297873,2.1818181818181817,3.8333333333333335,3.9148936170212765,3.5757575757575757,47,46,32,2.6666666666666665,2.723404255319149,2.242424242424242,17.5,17.53191489361702,14.969696969696969
14,14,7,5,5,2.6666666666666665,3.032967032967033,2.8333333333333335,1.6666666666666667,1,1,1,2.67032967032967,2.67032967032967,1.9523809523809523,1.9230769230769231,1.5494505494505495,1.2380952380952381,1.8571428571428572,1.8571428571428572,1.7142857142857142,2.857142857142857,2.5714285714285716,2.857142857142857,13,13,6,2,2,2,6.142857142857143,6.857142857142857,4.571428571428571
19,18,14,4.871345029239766,3.588235294117647,3.4945054945054945,3.3391812865497075,3.823529411764706,2.7362637362637363,1,1,1,3.0292397660818713,2.9215686274509802,2.8461538461538463,2.6608187134502925,2.4640522875816995,2.4725274725274726,2,2.111111111111111,2,3.1578947368421053,2.5555555555555554,3.142857142857143,18,17,13,2.1052631578947367,2.2222222222222223,2.142857142857143,6.842105263157895,5.555555555555555,4.142857142857143
19,19,13,4.385964912280702,4.385964912280702,4.666666666666667,2.627450980392157,2.5257731958762886,2.9743589743589745,1,1,1,3.1871345029239766,3.1871345029239766,2.9358974358974357,2.935672514619883,2.192982456140351,2.5128205128205128,2,2,1.8461538461538463,3.263157894736842,2.6315789473684212,2.4615384615384617,18,18,12,2.1052631578947367,2.1052631578947367,2,4.842105263157895,6.947368421052632,3.8461538461538463
20,20,14,5.647368421052631,5.647368421052631,5,3.8210526315789473,4.342105263157895,2.912087912087912,1,1,1,3.1842105263157894,3.1842105263157894,3.131868131868132,2.2421052631578946,2.373684210526316,2.4725274725274726,2,2,1.8571428571428572,3.2,2.8,3.2857142857142856,19,19,13,2,2,1.8571428571428572,6,6.3,4
36,35,25,7.3,5.310924369747899,5.453333333333333,3.3536299765807964,3.255639097744361,3.8233333333333333,1,1,1,4.252380952380952,4.231932773109244,4.21,2.538095238095238,2.546218487394958,2.51,2.1666666666666665,2.2285714285714286,2,3.5,3.3714285714285714,3.44,35,34,24,2.3333333333333335,2.4,2.24,9.055555555555555,9.085714285714285,7.44
16,16,10,5.666666666666667,5.666666666666667,3.6666666666666665,3.5083333333333333,3.283333333333333,2.111111111111111,1,1,1,2.6416666666666666,2.6416666666666666,2.066666666666667,2.3666666666666667,2.175,2.2888888888888888,1.875,1.875,1.8,2.875,3.25,3.4,15,15,9,2,2,2,5.375,5.75,2.8
20,20,13,7,7,4.666666666666667,4,4.010526315789473,2.6153846153846154,1,1,1,3.1052631578947367,3.1052631578947367,2.58974358974359,1.7473684210526317,2.236842105263158,2.076923076923077,1.9,1.9,1.8461538461538463,3.4,3.2,3.3846153846153846,19,19,12,2,2,2,8.8,6.7,4.153846153846154
37,36,28,11.794294294294295,7.887301587301588,7.708994708994709,6.336336336336337,4.704761904761905,4.41005291005291,1,1,1,4.651651651651652,4.480952380952381,4.439153439153439,2.3978978978978978,2.073015873015873,1.6693121693121693,2,2.0555555555555554,2,3.7837837837837838,3.611111111111111,3.7142857142857144,36,35,27,2.054054054054054,2.111111111111111,2.0714285714285716,14.756756756756756,15,16.142857142857142
20,20,16,4.852631578947369,4.852631578947369,5.666666666666667,3.042105263157895,2.9415204678362574,3.216666666666667,1,1,1,3.205263157894737,3.205263157894737,3.3,2.294736842105263,2.8421052631578947,1.6166666666666667,2.1,2.1,1.875,3.6,3.3,3.25,19,19,15,2.2,2.2,2,7.9,5.9,9.875
21,21,18,7.333333333333333,7.333333333333333,6.333333333333333,4.014285714285714,3.933333333333333,3.5620915032679736,1,1,1,3.176190476190476,3.176190476190476,3.111111111111111,1.5952380952380953,2.2523809523809524,1.9411764705882353,1.9047619047619047,1.9047619047619047,1.8888888888888888,3.619047619047619,3.619047619047619,3.5555555555555554,20,20,17,2,2,2,12.285714285714286,9.714285714285714,9.222222222222221
12,12,10,4.333333333333333,4.333333333333333,3.6666666666666665,2.4393939393939394,2.4545454545454546,2.2222222222222223,1,1,1,3.0757575757575757,3.0757575757575757,3,1.7575757575757576,1.7272727272727273,1.6,1.8333333333333333,1.8333333333333333,1.8,3.5,3.3333333333333335,3,11,11,9,2,2,2,6.333333333333333,6.166666666666667,5.4
25,25,18,5.373333333333333,5.373333333333333,4.5816993464052285,3.1766666666666667,3.27,2.7908496732026142,1,1,1,3.3833333333333333,3.3833333333333333,3.176470588235294,1.5533333333333332,1.6766666666666667,1.1437908496732025,2.08,2.08,2,3.92,3.68,3.5555555555555554,24,24,17,2.16,2.16,2.111111111111111,13.12,12.32,14.777777777777779
19,19,13,6.666666666666667,6.666666666666667,4.666666666666667,2.308641975308642,2.45679012345679,2.9615384615384617,1,1,1,3.2280701754385963,3.2280701754385963,2.91025641025641,2.087719298245614,1.912280701754386,2.2435897435897436,1.894736842105263,1.894736842105263,1.8461538461538463,2.736842105263158,2.6315789473684212,2.769230769230769,18,18,12,2,2,2,6,8,3.6923076923076925
16,16,13,5.666666666666667,5.666666666666667,4.666666666666667,3.441666666666667,3.4583333333333335,2.6666666666666665,1,1,1,3.3,3.3,3,2.6666666666666665,2.466666666666667,2.128205128205128,1.875,1.875,1.8461538461538463,3.125,3,3.3846153846153846,15,15,12,1.875,1.875,1.8461538461538463,4.75,5.625,5.230769230769231
10,10,7,3.6666666666666665,3.6666666666666665,2.6666666666666665,2.7555555555555555,2.422222222222222,1.619047619047619,1,1,1,2.466666666666667,2.466666666666667,2.1904761904761907,1.6888888888888889,2.022222222222222,1.619047619047619,1.8,1.8,1.7142857142857142,2.6,2.8,3.142857142857143,9,9,6,1.8,1.8,1.7142857142857142,4.6,4,3.4285714285714284
50,49,39,5.3093877551020405,5.028061224489796,6.368421052631579,3.8987755102040818,3.735544217687075,4.303643724696356,1,1,1,4.14530612244898,4.108843537414966,4.148448043184885,2.166530612244898,2.3052721088435373,2.2253711201079622,2.48,2.5306122448979593,2.41025641025641,4.16,4.204081632653061,4,49,48,38,2.4,2.4489795918367347,2.41025641025641,15.64,14.040816326530612,14.820512820512821
